userPrincipalName,DisplayName,id,Email,givenName,surname,JobTitle,department,employeeType,employeeId,employeeHireDate,officeLocation,city,state,Country,postalCode,companyName,employeeOrgData_division,employeeOrgData_costCenter,accountEnabled,userType,createdDateTime,usageLocation,preferredLanguage,onPremisesSyncEnabled,onPremisesImmutableId,externalUserState,proxyAddresses_Primary,proxyAddresses_Count,proxyAddresses_All,manager_id,manager_displayName,manager_userPrincipalName,manager_mail,manager_jobTitle,ManagerID,BusinessAreaLabel,CountryofEmployment,CompanyCodeLabel,CostCentreLabel,UserName,EffectiveDate,FunctionType,BusinessAreaCode,OrgLevel_3Label,assignedLicenses,HasLicense
georgia.lawson@contoso.com,Georgia Lawson,91551952-3651-453f-a0ec-39f6dbf0ca0c,georgia.lawson@contoso.com,Georgia,Lawson,Customer Support,Support,Full-Time,E56174,2015-04-16T12:13:57Z,Marseille Office,Marseille,Provence-Alpes-Côte d'Azur,France,36815,Contoso Corporation,Operations,OPS-SUPPORT,True,Member,4/30/2018 7:12:11 AM,FR,fr-FR,,,,georgia.lawson@contoso.com,1,SMTP:georgia.lawson@contoso.com,7b1f3d86-5271-4746-b552-84a22bff548e,Deepak Nair,deepak.nair@contoso.com,deepak.nair@contoso.com,Customer Success Manager,7b1f3d86-5271-4746-b552-84a22bff548e,Operations,France,Contoso Corporation,OPS-SUPPORT,georgia.lawson,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
blanca.torres@contoso.com,Blanca Torres,d3937880-1c20-4e97-893d-e00cdf056556,blanca.torres@contoso.com,Blanca,Torres,Technical Support,Support,Full-Time,EMP72573,2022-03-26T16:49:08Z,Boston Office,Boston,Massachusetts,USA,23862,Contoso Corporation,Operations,OPS-SUPPORT,True,Member,3/10/2024 9:35:27 AM,US,en-US,,,,blanca.torres@contoso.com,2,SMTP:blanca.torres@contoso.com; smtp:blanca.torres@contoso.com,a155afaa-acc2-47ee-b4ff-47ed07a5fd00,Gilles Mercier,gilles.mercier@contoso.com,gilles.mercier@contoso.com,Customer Success Manager,a155afaa-acc2-47ee-b4ff-47ed07a5fd00,Operations,United States,Contoso Corporation,OPS-SUPPORT,blanca.torres,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
benjamin.galloway@contoso.com,Benjamin Galloway,31cf8fb8-ea18-40a3-a849-0b352111b3f0,benjamin.galloway@contoso.com,Benjamin,Galloway,HR Generalist,HR,Contractor,E29890,2024-04-13T00:03:57Z,Montreal Office,Montreal,Quebec,Canada,B3X 7M3,Contoso Corporation,Corporate,CORP-HR,True,Member,4/12/2026 3:08:41 PM,CA,en-CA,True,vjt3zU/XROiMbK/S5BEj6Q==,,benjamin.galloway@contoso.com,2,SMTP:benjamin.galloway@contoso.com; smtp:benjamin.galloway@contoso.com,9af3e961-9dd8-4cbd-93e2-dfee881e96ba,Harriet Thorne,harriet.thorne@contoso.com,harriet.thorne@contoso.com,Director of People,9af3e961-9dd8-4cbd-93e2-dfee881e96ba,Corporate,Canada,Contoso Corporation,CORP-HR,benjamin.galloway,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
diego.vega@contoso.com,Diego Vega,f599650f-21ce-41fe-be06-2c088979a404,diego.vega@contoso.com,Diego,Vega,IT Specialist,IT,Contractor,EMP26196,2023-07-05T10:52:44Z,Austin Office,Austin,Texas,USA,20564,Contoso Corporation,Technology,TECH-IT,True,Member,1/7/2025 3:53:22 AM,US,en-US,,,,diego.vega@contoso.com,2,SMTP:diego.vega@contoso.com; smtp:diego.vega@contoso.com,0761a6be-3634-40de-9f54-a0eec1912c24,Regina Santos,regina.santos@contoso.com,regina.santos@contoso.com,Senior IT Manager,0761a6be-3634-40de-9f54-a0eec1912c24,Technology,United States,Contoso Corporation,TECH-IT,diego.vega,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
rui.xiao@contoso.com,Rui Xiao,15268b30-c5f5-42e2-a94a-08caca353c6b,rui.xiao@contoso.com,Rui,Xiao,Legal Counsel,Legal,Full-Time,C37511,2024-03-10T06:17:31Z,Lyon Office,Lyon,Auvergne-Rhône-Alpes,France,99887,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,4/2/2024 6:47:23 AM,FR,fr-FR,,,,rui.xiao@contoso.com,1,SMTP:rui.xiao@contoso.com,6a4af8b5-f6cf-4241-9e4b-b8455da2e10d,Pallavi Choudhury,pallavi.choudhury@contoso.com,pallavi.choudhury@contoso.com,General Counsel,6a4af8b5-f6cf-4241-9e4b-b8455da2e10d,Corporate,France,Contoso Corporation,CORP-LEGAL,rui.xiao,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
yan.cui@contoso.com,Yan Cui,19c427dc-6868-4f6d-a86f-b411576b3c9a,yan.cui@contoso.com,Yan,Cui,Accountant,Finance,Full-Time,E58470,2017-06-21T20:58:15Z,Shanghai Office,Shanghai,Shanghai,China,534497,Contoso Corporation,Corporate,CORP-FIN,True,Member,4/25/2024 5:06:41 AM,CN,zh-CN,,,,yan.cui@contoso.com,2,SMTP:yan.cui@contoso.com; smtp:yan.cui@contoso.com,63cfc856-dbb8-4381-9fa9-eb2219816684,Alexander Galloway,alexander.galloway@contoso.com,alexander.galloway@contoso.com,Finance Manager,63cfc856-dbb8-4381-9fa9-eb2219816684,Corporate,China,Contoso Corporation,CORP-FIN,yan.cui,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
tamiko.otsuka@contoso.com,Tamiko Otsuka,fa66d824-7ebf-48e4-b6e4-dc03f9c086b4,tamiko.otsuka@contoso.com,Tamiko,Otsuka,Marketing Manager,Marketing,Full-Time,E84147,2020-04-16T06:41:22Z,Osaka Office,Osaka,Osaka,Japan,313-8771,Contoso Corporation,Revenue,REV-MKT,True,Member,6/25/2022 6:03:16 PM,JP,ja-JP,,,,tamiko.otsuka@contoso.com,2,SMTP:tamiko.otsuka@contoso.com; smtp:tamiko.otsuka@contoso.com,25545f0d-db32-4f9e-b297-36794daa33d8,Rachel Carmichael,rachel.carmichael@contoso.com,rachel.carmichael@contoso.com,Director of Marketing,25545f0d-db32-4f9e-b297-36794daa33d8,Revenue,Japan,Contoso Corporation,REV-MKT,tamiko.otsuka,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
luli.jiang@contoso.com,Luli Jiang,2bcdda0b-fb8a-4e2c-9b16-76813e888991,luli.jiang@contoso.com,Luli,Jiang,Network Engineer,IT,Full-Time,EMP54711,2016-01-03T19:29:47Z,Sydney Office,Sydney,New South Wales,Australia,9175,Contoso Corporation,Technology,TECH-IT,True,Member,5/27/2016 4:33:22 AM,AU,en-AU,,,,luli.jiang@contoso.com,2,SMTP:luli.jiang@contoso.com; smtp:luli.jiang@contoso.com,2793ea6c-5c69-4ca3-b869-d9beba0060b3,Pranav Jain,pranav.jain@contoso.com,pranav.jain@contoso.com,Director of IT,2793ea6c-5c69-4ca3-b869-d9beba0060b3,Technology,Australia,Contoso Corporation,TECH-IT,luli.jiang,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
christopher.sinclair@contoso.com,Christopher Sinclair,a9252afa-aa0a-4b31-9fe5-a9e29091eae9,christopher.sinclair@contoso.com,Christopher,Sinclair,Legal Counsel,Legal,Full-Time,C63025,2023-10-01T10:14:53Z,Paris Office,Paris,Île-de-France,France,66474,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,10/21/2025 4:33:24 PM,FR,fr-FR,,,,christopher.sinclair@contoso.com,1,SMTP:christopher.sinclair@contoso.com,dbb8d3f7-1bc0-4ceb-85c2-be39e2841684,Ganesh Rana,ganesh.rana@contoso.com,ganesh.rana@contoso.com,Senior Legal Counsel,dbb8d3f7-1bc0-4ceb-85c2-be39e2841684,Corporate,France,Contoso Corporation,CORP-LEGAL,christopher.sinclair,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
szymon.wisniewski@contoso.com,Szymon Wisniewski,3d0a879c-8d2b-4c0f-b7af-8224dc6406cf,szymon.wisniewski@contoso.com,Szymon,Wisniewski,Accountant,Finance,Full-Time,EMP60855,2024-11-16T16:08:59Z,Berlin Office,Berlin,Berlin,Germany,71363,Contoso Corporation,Corporate,CORP-FIN,True,Member,8/17/2025 7:56:36 AM,DE,de-DE,True,kEmB4vvDSF6uiy+jiQJX3w==,,szymon.wisniewski@contoso.com,1,SMTP:szymon.wisniewski@contoso.com,00c8aaad-13c6-465c-89bd-89e6cbf04072,Tong Yao,tong.yao@contoso.com,tong.yao@contoso.com,Finance Manager,00c8aaad-13c6-465c-89bd-89e6cbf04072,Corporate,Germany,Contoso Corporation,CORP-FIN,szymon.wisniewski,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
naledi.afolabi@contoso.com,Naledi Afolabi,7b344ff4-2713-48b9-9e8e-27e5c22baee9,naledi.afolabi@contoso.com,Naledi,Afolabi,Sales Manager,Sales,Full-Time,E18570,2018-04-28T07:25:11Z,Austin Office,Austin,Texas,USA,48190,Contoso Corporation,Revenue,REV-SALES,True,Member,2/28/2025 5:55:38 PM,US,en-US,,,,naledi.afolabi@contoso.com,1,SMTP:naledi.afolabi@contoso.com,35c096d4-bfda-46d4-b042-99984e752012,Carolina Duarte,carolina.duarte@contoso.com,carolina.duarte@contoso.com,Sales Manager,35c096d4-bfda-46d4-b042-99984e752012,Revenue,United States,Contoso Corporation,REV-SALES,naledi.afolabi,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
diego.e.castillo@contoso.com,Diego Castillo,edb2b131-0431-4e06-88c8-b784ba041962,diego.e.castillo@contoso.com,Diego,Castillo,Recruiter,HR,Full-Time,C47609,2023-02-12T03:27:22Z,Belo Horizonte Office,Belo Horizonte,Minas Gerais,Brazil,58053-523,Contoso Corporation,Corporate,CORP-HR,True,Member,11/14/2023 8:32:17 AM,BR,pt-BR,,,,,0,,e0061538-99b6-40d9-a3fb-6d906708e663,Harish Rao,harish.rao@contoso.com,harish.rao@contoso.com,Senior HR Manager,e0061538-99b6-40d9-a3fb-6d906708e663,Corporate,Brazil,Contoso Corporation,CORP-HR,diego.e.castillo,,,,,FLOW_FREE;Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
jessica.hill@contoso.com,Jessica Hill,a999fd3f-9c4a-457f-a105-9a2c0e9b8868,jessica.hill@contoso.com,Jessica,Hill,Sales Representative,Sales,Contractor,E38958,2025-02-10T12:53:02Z,Frankfurt Office,Frankfurt,Hesse,Germany,23385,Contoso Corporation,Revenue,REV-SALES,True,Member,2/27/2025 10:34:57 AM,DE,de-DE,,,,jessica.hill@contoso.com,1,SMTP:jessica.hill@contoso.com,6498bc8e-5ed2-45e1-a719-d1b8e6e2f213,Amelia Ogden,amelia.ogden@contoso.com,amelia.ogden@contoso.com,Sales Manager,6498bc8e-5ed2-45e1-a719-d1b8e6e2f213,Revenue,Germany,Contoso Corporation,REV-SALES,jessica.hill,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
kyle.hall@contoso.com,Kyle Hall,10fd37a3-1119-4710-bdb5-e21ae62c180d,kyle.hall@contoso.com,Kyle,Hall,Marketing Manager,Marketing,Full-Time,C65072,2020-02-06T23:42:52Z,Munich Office,Munich,Bavaria,Germany,77520,Contoso Corporation,Revenue,REV-MKT,True,Member,7/18/2024 5:31:38 PM,DE,de-DE,,,,kyle.hall@contoso.com,1,SMTP:kyle.hall@contoso.com,1f2c97d5-cafb-4fa3-b981-79230f128195,Natsuki Kondo,natsuki.kondo@contoso.com,natsuki.kondo@contoso.com,Director of Marketing,1f2c97d5-cafb-4fa3-b981-79230f128195,Revenue,Germany,Contoso Corporation,REV-MKT,kyle.hall,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
lucas.melo@contoso.com,Lucas Melo,03b7ee44-fa15-4efb-a08b-fa25aa9bed26,lucas.melo@contoso.com,Lucas,Melo,HR Generalist,HR,Full-Time,EMP75504,2019-10-30T12:29:48Z,Brasília Office,Brasília,Distrito Federal,Brazil,31733-787,Contoso Corporation,Corporate,CORP-HR,True,Member,2/5/2023 12:37:07 PM,BR,pt-BR,,,,lucas.melo@contoso.com,2,SMTP:lucas.melo@contoso.com; smtp:lucas.melo@contoso.com,013981a2-6caa-4f77-a9ab-4a73f5a2ed42,Teresa Vargas,teresa.vargas@contoso.com,teresa.vargas@contoso.com,HR Manager,013981a2-6caa-4f77-a9ab-4a73f5a2ed42,Corporate,Brazil,Contoso Corporation,CORP-HR,lucas.melo,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
tariq.sultan@contoso.com,Tariq Sultan,6d839120-7c40-4897-b3ad-26d61301e3b0,tariq.sultan@contoso.com,Tariq,Sultan,Controller,Finance,Full-Time,C62959,2025-07-19T20:32:31Z,Paris Office,Paris,Île-de-France,France,79276,Contoso Corporation,Corporate,CORP-FIN,True,Member,8/10/2025 7:24:25 PM,FR,fr-FR,,,,tariq.sultan@contoso.com,2,SMTP:tariq.sultan@contoso.com; smtp:tariq.sultan@contoso.com,446bf2c4-bd51-469a-b5c8-8bcd3d78c7a1,James Sinclair,james.sinclair@contoso.com,james.sinclair@contoso.com,Director of Finance,446bf2c4-bd51-469a-b5c8-8bcd3d78c7a1,Corporate,France,Contoso Corporation,CORP-FIN,tariq.sultan,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
jia.yang@contoso.com,Jia Yang,771b3cf4-3e43-43ce-a827-b88e305010e4,jia.yang@contoso.com,Jia,Yang,HR Manager,HR,Full-Time,E74526,2022-02-18T18:06:29Z,Beijing Office,Beijing,Beijing,China,855998,Contoso Corporation,Corporate,CORP-HR,True,Member,11/30/2024 1:52:03 PM,CN,zh-CN,,,,jia.yang@contoso.com,1,SMTP:jia.yang@contoso.com,f9b3a298-85e8-46ff-acdb-285b7ef3de85,Felipe Rojas,felipe.rojas@contoso.com,felipe.rojas@contoso.com,HR Manager,f9b3a298-85e8-46ff-acdb-285b7ef3de85,Corporate,China,Contoso Corporation,CORP-HR,jia.yang,,,,,Microsoft_365_Copilot;SPE_E5,TRUE
dalia.ismail@contoso.com,Dalia Ismail,50b5c0d4-071a-4a5a-93e3-ad69763281e7,dalia.ismail@contoso.com,Dalia,Ismail,Legal Counsel,Legal,Contractor,E97369,2018-04-17T10:40:11Z,Bristol Office,Bristol,England,UK,SW10 3JY,Contoso Corporation,Corporate,CORP-LEGAL,True,Member,7/10/2024 8:32:14 PM,GB,en-GB,,,,dalia.ismail@contoso.com,2,SMTP:dalia.ismail@contoso.com; smtp:dalia.ismail@contoso.com,aedbbc01-61d4-418b-bee8-849c8ab19e25,Matthias Klein,matthias.klein@contoso.com,matthias.klein@contoso.com,Legal Counsel,aedbbc01-61d4-418b-bee8-849c8ab19e25,Corporate,United Kingdom,Contoso Corporation,CORP-LEGAL,dalia.ismail,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
yuxi.liu@contoso.com,Yuxi Liu,d95bbef0-2e5a-4dab-8761-240b4b247420,yuxi.liu@contoso.com,Yuxi,Liu,Operations Coordinator,Operations,Full-Time,E45245,2015-03-03T03:58:54Z,Shanghai Office,Shanghai,Shanghai,China,709008,Contoso Corporation,Operations,OPS-CORE,True,Member,1/18/2021 2:31:12 PM,CN,zh-CN,,,,yuxi.liu@contoso.com,1,SMTP:yuxi.liu@contoso.com,f3ef193c-3ac7-4000-b2f3-d892ae598f2f,Evie Richards,evie.richards@contoso.com,evie.richards@contoso.com,Operations Manager,f3ef193c-3ac7-4000-b2f3-d892ae598f2f,Operations,China,Contoso Corporation,OPS-CORE,yuxi.liu,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
vidya.bose@contoso.com,Vidya Bose,353317a5-59b8-4731-bd90-08d55b2aa662,vidya.bose@contoso.com,Vidya,Bose,Operations Coordinator,Operations,Full-Time,E73333,2017-12-29T01:25:08Z,Mumbai Office,Mumbai,Maharashtra,India,360659,Contoso Corporation,Operations,OPS-CORE,True,Member,9/11/2022 7:45:47 AM,IN,en-IN,,,,vidya.bose@contoso.com,1,SMTP:vidya.bose@contoso.com,d153c490-426b-4010-be20-d3f910b21e7b,Xin Xie,xin.xie@contoso.com,xin.xie@contoso.com,Senior Operations Manager,d153c490-426b-4010-be20-d3f910b21e7b,Operations,India,Contoso Corporation,OPS-CORE,vidya.bose,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
lily.blackwood@contoso.com,Lily Blackwood,df848e42-4a53-4af1-993a-606015614e69,lily.blackwood@contoso.com,Lily,Blackwood,Finance Manager,Finance,Full-Time,EMP60467,2015-05-13T00:56:11Z,Toronto Office,Toronto,Ontario,Canada,M0X 2A8,Contoso Corporation,Corporate,CORP-FIN,True,Member,7/1/2021 4:56:21 AM,CA,en-CA,,,,lily.blackwood@contoso.com,1,SMTP:lily.blackwood@contoso.com,003708f3-4dbf-438c-a443-4c2888346713,Fabien Caron,fabien.caron@contoso.com,fabien.caron@contoso.com,Controller,003708f3-4dbf-438c-a443-4c2888346713,Corporate,Canada,Contoso Corporation,CORP-FIN,lily.blackwood,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
iris.cooper@contoso.com,Iris Cooper,b525fa2b-e964-448d-8747-5622117dabdb,iris.cooper@contoso.com,Iris,Cooper,Controller,Finance,Contractor,EMP73454,2017-10-12T20:15:26Z,Brasília Office,Brasília,Distrito Federal,Brazil,56362-807,Contoso Corporation,Corporate,CORP-FIN,True,Member,7/14/2023 8:43:19 AM,BR,pt-BR,,,,iris.cooper@contoso.com,1,SMTP:iris.cooper@contoso.com,dfedc238-f19d-4e5b-b02e-fb018c82caca,Ernesto Guerrero,ernesto.guerrero@contoso.com,ernesto.guerrero@contoso.com,Director of Finance,dfedc238-f19d-4e5b-b02e-fb018c82caca,Corporate,Brazil,Contoso Corporation,CORP-FIN,iris.cooper,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
rhys.barnes@contoso.com,Rhys Barnes,e7d25a31-8fa3-4b3c-beb8-73c964400623,rhys.barnes@contoso.com,Rhys,Barnes,Accountant,Finance,Full-Time,EMP38742,2022-11-18T07:49:44Z,Tokyo Office,Tokyo,Tokyo,Japan,273-2277,Contoso Corporation,Corporate,CORP-FIN,True,Member,2/25/2024 11:47:28 PM,JP,ja-JP,,,,rhys.barnes@contoso.com,2,SMTP:rhys.barnes@contoso.com; smtp:rhys.barnes@contoso.com,2f7fb543-27fc-4c72-94e1-68deddc5e305,Diego Martins,diego.martins@contoso.com,diego.martins@contoso.com,Director of Finance,2f7fb543-27fc-4c72-94e1-68deddc5e305,Corporate,Japan,Contoso Corporation,CORP-FIN,rhys.barnes,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
andrew.kelly@contoso.com,Andrew Kelly,589354d7-aba0-4f93-98f2-b57604e22dc1,andrew.kelly@contoso.com,Andrew,Kelly,HR Manager,HR,Full-Time,E95374,2025-08-07T11:29:33Z,Vancouver Office,Vancouver,British Columbia,Canada,K7H 9H0,Contoso Corporation,Corporate,CORP-HR,True,Member,11/4/2025 5:22:11 PM,CA,en-CA,,,,andrew.kelly@contoso.com,1,SMTP:andrew.kelly@contoso.com,057c5c50-9773-4cd5-b242-6d0b90b11529,Harriet Baker,harriet.baker@contoso.com,harriet.baker@contoso.com,HR Manager,057c5c50-9773-4cd5-b242-6d0b90b11529,Corporate,Canada,Contoso Corporation,CORP-HR,andrew.kelly,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
thao.pham@contoso.com,Thao Pham,9c415721-a130-4b9b-ba23-9d89ccc0d66c,thao.pham@contoso.com,Thao,Pham,Recruiter,HR,Contractor,C36619,2023-09-20T14:30:31Z,Montreal Office,Montreal,Quebec,Canada,S3J 3J4,Contoso Corporation,Corporate,CORP-HR,True,Member,6/29/2025 5:25:12 PM,CA,en-CA,,,,thao.pham@contoso.com,1,SMTP:thao.pham@contoso.com,8ff3bd9e-b351-438d-ba8e-2d40160b2f7e,Cristian Martinez,cristian.martinez@contoso.com,cristian.martinez@contoso.com,Director of People,8ff3bd9e-b351-438d-ba8e-2d40160b2f7e,Corporate,Canada,Contoso Corporation,CORP-HR,thao.pham,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
raghav.iyer@contoso.com,Raghav Iyer,8fd66d6d-9fce-4c11-bebe-9b7bb9168d1d,raghav.iyer@contoso.com,Raghav,Iyer,Sales Manager,Sales,Full-Time,EMP30661,2015-08-14T11:37:48Z,Pune Office,Pune,Maharashtra,India,950125,Contoso Corporation,Revenue,REV-SALES,True,Member,11/5/2021 4:47:39 AM,IN,en-IN,,,,raghav.iyer@contoso.com,1,SMTP:raghav.iyer@contoso.com,caa3fcd4-bbc5-4d07-94c1-2ecbdb1490e0,Ronghua Zheng,ronghua.zheng@contoso.com,ronghua.zheng@contoso.com,Regional Sales Director,caa3fcd4-bbc5-4d07-94c1-2ecbdb1490e0,Revenue,India,Contoso Corporation,REV-SALES,raghav.iyer,,,,,Microsoft_Intune_Suite;Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_365_Copilot;SPE_E5,TRUE
kavya.puri@contoso.com,Kavya Puri,0f36144e-427b-4f7d-94eb-54326035e04c,kavya.puri@contoso.com,Kavya,Puri,Marketing Manager,Marketing,Full-Time,C29014,2020-01-17T18:05:08Z,Delhi Office,Delhi,Delhi,India,973112,Contoso Corporation,Revenue,REV-MKT,True,Member,5/16/2023 2:39:33 PM,IN,en-IN,,,,kavya.puri@contoso.com,2,SMTP:kavya.puri@contoso.com; smtp:kavya.puri@contoso.com,392cade1-7ea1-4c6f-a7b4-3cf170c37f11,Tianyu Li,tianyu.a.li@contoso.com,tianyu.a.li@contoso.com,Director of Marketing,392cade1-7ea1-4c6f-a7b4-3cf170c37f11,Revenue,India,Contoso Corporation,REV-MKT,kavya.puri,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
luli.cao@contoso.com,Luli Cao,21d3dca3-43af-4587-a55a-df310720b682,luli.cao@contoso.com,Luli,Cao,HR Generalist,HR,Full-Time,C95859,2025-01-27T15:14:42Z,Guangzhou Office,Guangzhou,Guangdong,China,478966,Contoso Corporation,Corporate,CORP-HR,True,Member,4/19/2026 5:17:45 PM,CN,zh-CN,,,,luli.cao@contoso.com,1,SMTP:luli.cao@contoso.com,e967976c-119c-4277-82d9-f5a5643a35cb,Rodrigo Rodriguez,rodrigo.rodriguez@contoso.com,rodrigo.rodriguez@contoso.com,HR Manager,e967976c-119c-4277-82d9-f5a5643a35cb,Corporate,China,Contoso Corporation,CORP-HR,luli.cao,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
bo.meng@contoso.com,Bo Meng,509011f3-ce3c-4494-923f-ff2f638eabff,bo.meng@contoso.com,Bo,Meng,SEO Specialist,Marketing,Full-Time,EMP44107,2017-06-22T04:36:23Z,Berlin Office,Berlin,Berlin,Germany,74599,Contoso Corporation,Revenue,REV-MKT,True,Member,5/9/2020 1:07:46 AM,DE,de-DE,,,,bo.meng@contoso.com,1,SMTP:bo.meng@contoso.com,d5eb029c-d655-4def-a3c5-6d729bd72668,Maisie Chapman,maisie.chapman@contoso.com,maisie.chapman@contoso.com,Director of Marketing,d5eb029c-d655-4def-a3c5-6d729bd72668,Revenue,Germany,Contoso Corporation,REV-MKT,bo.meng,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
takeshi.ito@contoso.com,Takeshi Ito,d115b768-d697-461a-8a78-bc65a9c2e286,takeshi.ito@contoso.com,Takeshi,Ito,Recruiter,HR,Full-Time,C12885,2021-06-17T07:35:37Z,Yokohama Office,Yokohama,Kanagawa,Japan,858-3387,Contoso Corporation,Corporate,CORP-HR,True,Member,6/12/2022 7:47:19 PM,JP,ja-JP,,,,takeshi.ito@contoso.com,1,SMTP:takeshi.ito@contoso.com,47d450fc-d025-4876-a62c-6d4cf27ac9ba,Rohan Rao,rohan.rao@contoso.com,rohan.rao@contoso.com,HR Manager,47d450fc-d025-4876-a62c-6d4cf27ac9ba,Corporate,Japan,Contoso Corporation,CORP-HR,takeshi.ito,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
osvaldo.campos@contoso.com,Osvaldo Campos,ee5310a1-5c53-4428-bc2d-e4f7a53530e3,osvaldo.campos@contoso.com,Osvaldo,Campos,Marketing Coordinator,Marketing,Full-Time,E49188,2017-05-11T14:58:05Z,Hamburg Office,Hamburg,Hamburg,Germany,75842,Contoso Corporation,Revenue,REV-MKT,True,Member,2/12/2026 3:35:40 AM,DE,de-DE,,,,osvaldo.campos@contoso.com,1,SMTP:osvaldo.campos@contoso.com,bfe332b5-6946-4283-99e6-0dd3f5df255f,Jianguo Jia,jianguo.jia@contoso.com,jianguo.jia@contoso.com,Marketing Manager,bfe332b5-6946-4283-99e6-0dd3f5df255f,Revenue,Germany,Contoso Corporation,REV-MKT,osvaldo.campos,,,,,Microsoft_Entra_ID_Governance;Defender_Threat_Intelligence;Microsoft_Intune_Suite;Microsoft_365_Copilot;SPE_E5,TRUE
